"ano","sq_candidato","nome_candidato","sigla_uf","sigla_partido","qtd_doacoes","qtd_doadores","total_receita","media_receita","recursos de outros candidatos/comitês","recursos de pessoas físicas","recursos de pessoas jurídicas","recursos próprios","qtd_despesas","qtd_fornecedores","total_despesa","media_despesa","descricao_cargo","sexo","grau_instrucao","estado_civil","descricao_ocupacao","votos"
2014,140000000011,"LUIS PAULO LUZ QUADROS","PA","SD",17,17,20648.33,1214.60764705882,1298.33,11350,3000,5000,26,25,17648.33,705.9332,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","OUTROS",6097
2014,140000000012,"RAIMUNDO VALRY DE MORAIS","PA","SD",77,75,146458.23,1952.7764,103783.33,80370,6500,7004.9,189,156,181205.88,1161.57615384615,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","OUTROS",15867
2014,140000000013,"JOSÉ WILSON COSTA ARAUJO","PA","SD",42,42,118723.08,2826.74,52517.08,19266,18315,25500,71,70,116723.08,1667.47257142857,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO INCOMPLETO","DIVORCIADO(A)","VEREADOR",26146
2014,140000000014,"MOACIR CHARLES AGNELO BORGES SEGUNDO","PA","SD",12,12,81839.84,6819.98666666667,NA,55832,20600,5407.84,42,36,80299.84,2230.55111111111,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","VEREADOR",4150
2014,140000000015,"WLADIMIR AFONSO DA COSTA RABELO","PA","SD",306,295,641357.48,2174.09315254237,6428.08,29250,356279.4,500,410,353,577704.71,1636.55725212465,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","DEPUTADO",141213
2014,140000000017,"WELLINGTON TADEU RAMOS DE MELO","PA","PV",12,12,24723.8,2060.31666666667,16623.8,8000,100,NA,38,28,23419.2,836.4,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADMINISTRADOR",988
2014,140000000018,"RAIMUNDO PEREIRA DE OLIVEIRA","PA","PV",1,1,12470,12470,NA,NA,NA,12470,8,8,12504,1563,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PROFESSOR DE ENSINO MÉDIO",1056
2014,140000000035,"ADOLF FREDERICO RETTELBUSCH","PA","PV",18,18,30608.69,1700.48277777778,NA,8500,2100,20008.69,25,25,30581.84,1223.2736,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ENGENHEIRO",1535
2014,140000000040,"LUIS CLAUDIO DA SILVA COELHO","PA","PV",3,3,2624,874.666666666667,NA,724,NA,1900,8,8,2624,328,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","CONTADOR",457
2014,140000000091,"ADELINO DO SOCORRO PEREIRA BESSA","PA","PSOL",21,21,15597,742.714285714286,475,10482,NA,3850,34,24,15146.86,631.119166666667,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADMINISTRADOR",984
2014,140000000092,"BIANCA DA SILVA HOLANDA","PA","PSTU",6,6,1017.2,169.533333333333,1017.2,NA,NA,NA,6,6,1017.2,169.533333333333,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","ENGENHEIRO",174
2014,140000000093,"CARLOS DO SOCORRO GUERREIRO VAZ","PA","PSOL",41,41,30510,744.146341463415,475,27945,500,800,29,29,28637.36,987.495172413793,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PROFESSOR DE ENSINO SUPERIOR",12378
2014,140000000094,"CLAUDIO JOSÉ RAMOS FERNANDES","PA","PSOL",5,5,1395,279,475,NA,NA,430,5,5,1395,279,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","METEOROLOGISTA",396
2014,140000000095,"DEUSARINA SOARES DE ALMEIDA","PA","PSTU",6,6,904.04,150.673333333333,904.04,NA,NA,NA,6,6,904.04,150.673333333333,"DEPUTADO FEDERAL","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO MUNICIPAL",28
2014,140000000096,"EDILSON DE SOUSA SANTOS","PA","PSOL",7,7,4885.3,697.9,NA,1750,790,2345.3,8,8,4885.3,610.6625,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","OUTROS",2216
2014,140000000097,"EDMILSON BRITO RODRIGUES","PA","PSOL",55,54,196885,3646.01851851852,475,155880,41740,NA,88,79,188333.33,2383.96620253165,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","DEPUTADO",170604
2014,140000000098,"EDSON SILVA BARBOSA","PA","PSOL",53,50,54428.64,1088.5728,475,4090,NA,59784.16,75,67,61017.65,910.711194029851,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","ADVOGADO",1749
2014,140000000099,"GEORGE DE SA MOREIRA","PA","PSOL",8,8,3226.57,403.32125,NA,NA,NA,2108,12,12,3226.57,268.880833333333,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO ESTADUAL",735
2014,140000000102,"JOSE CLEBER BARROS RABELO","PA","PSTU",52,42,27125.73,645.850714285714,30205.73,220,NA,NA,52,42,27105.73,645.374523809524,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","VEREADOR",7718
2014,140000000103,"KATIANE SANTOS SANCHES","PA","PSOL",5,5,823.57,164.714,NA,NA,NA,100,5,5,823.57,164.714,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","MASSAGISTA",165
2014,140000000104,"LAELIA DA SILVA BORGES","PA","PSOL",6,6,1873.57,312.261666666667,NA,NA,NA,1150,7,7,1873.57,267.652857142857,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","OUTROS",304
2014,140000000108,"PAULYANE DO NASCIMENTO RAMOS","PA","PSTU",6,6,904.04,150.673333333333,904.04,NA,NA,NA,6,6,904.04,150.673333333333,"DEPUTADO FEDERAL","FEMININO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",19
2014,140000000110,"RAIMUNDO MARCIO PINTO DE JESUS","PA","PSOL",19,19,79374,4177.57894736842,NA,11584,1000,66000,49,48,78723.51,1640.073125,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO ESTADUAL",15399
2014,140000000111,"RIBAMAR RIBEIRO JUNIOR","PA","PSOL",4,4,1690,422.5,NA,NA,NA,900,11,11,1648.4,149.854545454545,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","SOCIÓLOGO",1347
2014,140000000112,"RIGLER DA COSTA ARAGÃO","PA","PSOL",11,10,3485,348.5,475,450,NA,2570,13,12,3432.5,286.041666666667,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL",1954
2014,140000000113,"ROSA MARIA DIAS DA SILVA","PA","PSOL",7,7,1818.57,259.795714285714,NA,NA,NA,700,7,7,1818.57,259.795714285714,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO INCOMPLETO","VIÚVO(A)","DONA DE CASA",317
2014,140000000114,"ROSIANE CRISTINA PIMENTEL PANTOJA","PA","PSTU",7,7,1154.04,164.862857142857,904.04,250,NA,NA,7,7,1154.04,164.862857142857,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO ESTADUAL",26
2014,140000000115,"RUBENIXSON RIBEIRO FARIAS","PA","PSOL",11,10,9936.16,993.616,475,8355.16,1176,440,13,12,9936.16,828.013333333333,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PROFESSOR DE ENSINO MÉDIO",6818
2014,140000000116,"RUI SILVA DOS SANTOS","PA","PSOL",5,5,3265,653,475,2000,NA,NA,5,5,3265,653,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","SECRETÁRIO E DATILÓGRAFO",416
2014,140000000117,"SILVIA LETÍCIA D OLIVEIRA DA LUZ","PA","PSOL",14,13,13510,1039.23076923077,475,8050,185,5100,11,11,14410,1310,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PROFESSOR DE ENSINO MÉDIO",2213
2014,140000000347,"JOSIVALDO FERREIRA DE ANDRADE","PA","PEN",3,3,3000,1000,NA,2000,NA,NA,7,7,3000,428.571428571429,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","COMERCIANTE",1118
2014,140000000348,"MARIA CÉLIA DE OLIVEIRA","PA","PEN",12,11,49940,4540,NA,10000,40690,NA,34,32,47940,1498.125,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","EMPRESÁRIO",2349
2014,140000000351,"EDINA DE JESUS PINHEIRO CASTRO","PA","PEN",3,3,2500,833.333333333333,NA,2000,NA,NA,2,2,2000,1000,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","OUTROS",130
2014,140000000353,"SAMUEL AUGUSTO SIQUEIRA FILHO","PA","PEN",4,4,4237,1059.25,364,NA,2873,NA,4,4,3913,978.25,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","CONTADOR",917
2014,140000000354,"SANDRA DAMASCENO TAVERNARD","PA","PEN",3,3,2064,688,64,2000,NA,NA,3,3,2064,688,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","OUTROS",1424
2014,140000000355,"ENILDE DE FIGUEIREDO PINHEIRO","PA","PEN",2,2,2000,1000,NA,2000,NA,NA,2,2,2000,1000,"DEPUTADO FEDERAL","FEMININO","SUPERIOR INCOMPLETO","CASADO(A)","TÉCNICO CONTABILIDADE, ESTATÍSTICA, ECONOMIA DOMÉSTICA E ADMINISTRAÇÃO",103
2014,140000000356,"LUIZ GUILHERME LOPES DE MELO E SILVA","PA","PRP",10,10,6920.83,692.083,1195.83,5725,NA,NA,18,17,6785.38,399.14,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","EMPRESÁRIO",1389
2014,140000000358,"PAULO CESAR DE CARVALHO SILVA","PA","PRP",30,28,27967.33,998.833214285714,2633.33,22584,4000,NA,40,37,27867.33,753.171081081081,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","COMERCIANTE",3831
2014,140000000359,"KATARYNE RIBEIRO CAMPOS","PA","PRP",2,2,5280,2640,NA,5280,NA,NA,4,4,5280,1320,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO ESTADUAL",150
2014,140000000361,"FÁBIO VELOSO DE CASTRO","PA","PMN",2,2,700,350,NA,NA,NA,700,3,3,700,233.333333333333,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO ESTADUAL",1362
2014,140000000368,"OSVALDO GOMES PACHECO","PA","PMDB",5,5,1122.43,224.486,922.43,100,NA,100,5,5,1122.43,224.486,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SEPARADO(A) JUDICIALMENTE","ADVOGADO",745
2014,140000000431,"ANA JULIA DE VASCONCELOS CAREPA","PA","PT",169,120,587041.6,4892.01333333333,74301,166670,377169.4,7350,772,572,500549.47,875.086486013986,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)","SERVIDOR PÚBLICO FEDERAL",58938
2014,140000000432,"CARLOS EDUARDO CARDOSO MARTINS","PA","PT",28,28,149900,5353.57142857143,72650,41100,2400,16750,136,93,122550.99,1317.75258064516,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO",41080
2014,140000000433,"CLAUDIO ALBERTO CASTELO BRANCO PUTY","PA","PT",78,61,405466.52,6646.99213114754,54390,159376.52,124000,20000,267,195,511370.19,2622.41123076923,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","DEPUTADO",57105
2014,140000000434,"ESMERINO NERI BATISTA FILHO","PA","PT",59,59,136783.23,2318.35983050847,71112.43,22703,15167.8,10800,90,81,126459.06,1561.22296296296,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",74722
2014,140000000435,"JOSE GERALDO TORRES DA SILVA","PA","PT",366,364,765819.99,2103.90107142857,56450,247499.99,124370,84000,505,444,713256.63,1606.43385135135,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","DIVORCIADO(A)","DEPUTADO",105151
2014,140000000436,"JOSE ROBERTO OLIVEIRA FARO","PA","PT",78,78,599572.43,7686.82602564103,73172.43,126400,20000,10000,146,132,594594.23,4504.50174242424,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","AGRICULTOR",142970
2014,140000000437,"MARIA IVANETE BARBOSA DO CARMO","PA","PT",6,6,14490,2415,NA,5800,NA,NA,16,16,14482,905.125,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)","PROFESSOR DE ENSINO MÉDIO",1259
2014,140000000438,"MILTON ZIMMER SCHNEIDER","PA","PT",32,31,361952.43,11675.8848387097,66502.43,56200,NA,9500,143,108,308991.28,2861.03037037037,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","DEPUTADO",40146
2014,140000000455,"ELCIONE THEREZINHA ZAHLUTH BARBALHO","PA","PMDB",74,72,788752.43,10954.8948611111,213352.43,47400,NA,328000,324,176,656541.64,3730.35022727273,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)","DEPUTADO",87632
2014,140000000456,"JOSÉ BENITO PRIANTE JUNIOR","PA","PMDB",76,73,447450,6129.45205479452,13450,49200,50000,20000,213,178,387701.66,2178.09921348315,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","DEPUTADO",122348
2014,140000000457,"SIMONE MARIA MORGADO FERREIRA","PA","PMDB",56,54,466730.81,8643.16314814815,750,89270.81,NA,71000,228,164,512123.21,3122.7025,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)","DEPUTADO",76510
2014,140000000458,"PAULA CRISTINA NOBRE TITAN","PA","PMDB",38,36,300505.45,8347.37361111111,17702.43,128420,204633.02,NA,105,102,342907.06,3361.83392156863,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","ADVOGADO",67324
2014,140000000460,"GRACIMAR VALE DA SILVA","PA","PMDB",8,8,1537.43,192.17875,732.43,200,NA,605,10,10,1535.93,153.593,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","OUTROS",1032
2014,140000000461,"LEOMARINO ANDRADE","PA","PMDB",30,30,27672.43,922.414333333333,2772.43,12900,4500,7500,43,41,27367.79,667.507073170732,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","VEREADOR",7519
2014,140000000462,"ANTONIO HAMILTON BENTES","PA","PMDB",6,6,2262.43,377.071666666667,2062.43,100,NA,100,6,6,2262.43,377.071666666667,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",734
2014,140000000463,"VANILDO SILVA MACIEL","PA","PMDB",3,3,3347.18,1115.72666666667,NA,1787.18,1560,NA,3,3,3347.18,1115.72666666667,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","ADVOGADO",2593
2014,140000000464,"JOAQUIM ARISTIDES ARAUJO CAMPOS","PA","PMDB",27,25,111792.43,4471.6972,14132.43,13860,10000,NA,59,44,120953.93,2748.95295454545,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","JORNALISTA E REDATOR",60749
2014,140000000465,"JOÁS POSSIDONIO ALVES MARTINS REIS","PA","PMDB",13,13,41574.43,3198.03307692308,1370,18704.43,NA,21500,24,22,41492.2,1886.00909090909,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",9899
2014,140000000749,"FRANCISCO NELIO AGUIAR DA SILVA","PA","DEM",26,22,355567.4,16162.1545454545,2682.43,21200,NA,84884.97,476,207,455168.81,2198.88314009662,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO",84601
2014,140000000750,"GETULIO MARQUES LOPES","PA","DEM",8,8,6550,818.75,900,1600,1650,2400,17,15,6532.15,435.476666666667,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","EMPRESÁRIO",1947
2014,140000000751,"HELIO LEITE DA SILVA","PA","DEM",41,32,298407.59,9325.2371875,1000,38166,55270,243371.59,331,180,258252.49,1434.73605555556,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",85194
2014,140000000753,"JEOVÁ VIEIRA DE AGUIAR","PA","DEM",5,4,5900,1475,NA,2000,NA,4900,14,14,6900,492.857142857143,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","EMPRESÁRIO",1865
2014,140000000754,"JOSÉ WALDOLI FILGUEIRA VALENTE","PA","DEM",10,10,11450,1145,5650,5800,NA,NA,12,11,10450,950,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL",15500
2014,140000000756,"MARCELO AIRES MARQUES","PA","DEM",6,6,163000,27166.6666666667,NA,NA,163000,NA,35,33,133340,4040.60606060606,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","COMERCIANTE",40889
2014,140000000758,"LEONARDO DUTRA VALE","PA","PR",5,5,4250,850,NA,3000,NA,NA,5,5,3291.4,658.28,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PECUARISTA",522
2014,140000000759,"LUCIO DUTRA VALE","PA","PR",341,139,401530.68,2888.70992805755,91849,13250,NA,NA,383,166,374420.29,2255.54391566265,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",148163
2014,140000000766,"LIVIA MARIA OLIVEIRA DE ABREU","PA","PHS",4,4,2850.43,712.6075,1402.43,1448,NA,NA,4,4,2850.43,712.6075,"DEPUTADO FEDERAL","FEMININO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","JORNALISTA E REDATOR",340
2014,140000000767,"JORGE LUIZ GUIMARÃES PANZERA","PA","PC do B",135,132,295114,2235.71212121212,16800,54330,NA,200,118,101,277689.23,2749.39831683168,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","SERVIDOR PÚBLICO MUNICIPAL",18474
2014,140000000769,"IRACELI TAVEIRA DA SILVA","PA","PSL",8,7,2802.43,400.347142857143,1702.43,1500,NA,NA,8,7,2802.43,400.347142857143,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PROFESSOR DE ENSINO FUNDAMENTAL",616
2014,140000000770,"CLAUDIR DA CONCEIÇÃO GOMES","PA","PSL",7,7,2722.43,388.918571428571,442.43,200,NA,2080,9,9,2722.43,302.492222222222,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","VEREADOR",1742
2014,140000000771,"ADMIR POMBO CORRÊA","PA","PDT",24,20,16352.43,817.6215,2056.43,300,NA,NA,31,27,16352.43,605.645555555556,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","POLICIAL CIVIL",1707
2014,140000000772,"ANA ESMERALDA DOS SANTOS MEDEIROS","PA","PDT",20,17,9035,531.470588235294,1689,2050,NA,NA,39,31,9985,322.096774193548,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PROFESSOR DE ENSINO FUNDAMENTAL",1560
2014,140000000773,"ANTONIO DA SILVA E SILVA","PA","PDT",6,6,21748,3624.66666666667,NA,1448,300,17000,32,27,19613,726.407407407407,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO ESTADUAL",7487
2014,140000000774,"CLAUDIA PINHEIRO DOS SANTOS","PA","PDT",20,17,12091.18,711.245882352941,1169.18,450,NA,NA,30,23,12091.18,525.70347826087,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","OUTROS",470
2014,140000000775,"DIRCEU MILANI","PA","PDT",72,60,62905,1048.41666666667,2300,63205,1000,NA,97,81,61419,758.259259259259,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","OUTROS",4388
2014,140000000776,"GIOVANNI CORRÊA QUEIROZ","PA","PDT",27,27,423095.38,15670.1992592593,11095.63,229000,130014,NA,137,114,395935.61,3473.11938596491,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PECUARISTA",68973
2014,140000000777,"IVALDO JOSE PIMENTEL","PA","PDT",12,11,5328,484.363636363636,400,850,600,32,12,10,5312,531.2,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","OUTROS",2539
2014,140000000778,"JOCLAU BARRA LIMA","PA","PDT",30,28,21902.55,782.233928571429,6956.55,450,NA,NA,40,38,21902.55,576.382894736842,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO FEDERAL",3164
2014,140000000779,"JORGE ALBERTO PAIVA DO AMORIM","PA","PDT",10,10,4966.93,496.693,916.93,450,NA,NA,23,19,4266.93,224.575263157895,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","OUTROS",574
2014,140000000780,"JOSE VIEIRA DE ALMEIDA","PA","PDT",9,9,106675.09,11852.7877777778,NA,3500,100175.09,NA,92,63,89503.64,1420.6926984127,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","VEREADOR",14848
2014,140000000782,"NARA LUCIA PAMPLONA VALES","PA","PDT",10,9,4218.5,468.722222222222,1618.5,NA,NA,NA,72,39,4328.5,110.987179487179,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PESCADOR",1132
2014,140000000783,"ROBERTO DOUGLAS DE OLIVEIRA CORRÊA","PA","PDT",30,30,20215.16,673.838666666667,1565.16,8450,NA,1000,56,46,18785.16,408.373043478261,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","POLICIAL MILITAR",4179
2014,140000000784,"WALTER CRUZ MOURA","PA","PDT",1,1,300,300,NA,300,NA,NA,1,1,300,300,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","OUTROS",2229
2014,140000000788,"KELLY CRISTINA DE ANDRADE","PA","PPL",2,2,880,440,880,NA,NA,NA,2,2,880,440,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","DONA DE CASA",269
2014,140000000790,"JONHIS STAFFORD MARINHO BARROSO","PA","PPL",4,3,490,163.333333333333,NA,250,320,NA,4,3,490,163.333333333333,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","BOMBEIRO MILITAR",174
2014,140000000791,"LUIZ ANTONIO DA SILVA SOUTO","PA","PPL",5,5,10100,2020,9000,NA,NA,1100,7,7,10100,1442.85714285714,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO MÉDIO",1835
2014,140000000792,"REGINA MARIA SOARES BARRETO DE OLIVEIRA","PA","PSL",1,1,2000,2000,NA,2000,NA,NA,1,1,2000,2000,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",3417
2014,140000000794,"JOÃO DUDIMAR DE AZEVEDO PAXIUBA","PA","PROS",11,11,21372.43,1942.94818181818,10672.43,10700,NA,NA,26,24,18256.63,760.692916666667,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",16082
2014,140000000795,"ROBERTO SALAME FILHO","PA","PROS",74,73,1340834.3,18367.5931506849,280860,268838,773736.3,19500,393,313,1179875.35,3769.56980830671,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",93524
2014,140000000915,"FRANCISCO DE SOUSA","PA","PSDB",16,14,73827.33,5273.38071428571,56847.33,3000,NA,15980,33,28,73618.33,2629.22607142857,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADMINISTRADOR",5353
2014,140000000916,"ALCIDES EUFRASIO DA CONCEIÇÃO NEGRÃO","PA","PSDB",11,11,56824.69,5165.88090909091,52729.06,2500,NA,1595.63,16,15,44324.69,2954.97933333333,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","VEREADOR",22295
2014,140000000917,"DENISE TEREZINHA GABRIEL","PA","PSDB",25,25,324647,12985.88,150000,85000,85647,4000,355,254,244477.67,962.510511811024,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)","VEREADOR",33404
2014,140000000918,"ANTONIO ARMANDO AMARAL DE CASTRO JUNIOR","PA","PSDB",9,9,91783.33,10198.1477777778,51083.33,40000,700,NA,92,73,85340.63,1169.0497260274,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","ADVOGADO",17533
2014,140000000919,"MARIO APARECIDO MOREIRA","PA","PSDB",14,14,333015.95,23786.8535714286,2958.33,110057.62,210000,10000,153,144,325985.55,2263.78854166667,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","ADMINISTRADOR",40293
2014,140000000920,"JOAO ANTONIO PEREIRA DE MIRANDA","PA","PSDB",10,10,14660.4,1466.04,1160,13500.4,NA,NA,8,8,14660,1832.5,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","ADMINISTRADOR",2075
2014,140000000921,"JOSÉ SIDINEI FERRREIRA DA SILVA","PA","PSDB",36,35,134115.46,3831.87028571429,NA,111868,3447.46,19800,47,40,125797.61,3144.94025,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","VEREADOR",12805
