"ano","sequencial_candidato","nome","uf","partido","quantidade_doacoes","quantidade_doadores","total_receita","media_receita","recursos_de_outros_candidatos/comites","recursos_de_pessoas_fisicas","recursos_de_pessoas_juridicas","recursos_proprios","quantidade_despesas","quantidade_fornecedores","total_despesa","media_despesa","cargo","sexo","grau","estado_civil","ocupacao","votos"
2010,60000000332,"ZAUDIVAR FELIX DE ALMEIDA","CE","PV",5,5,3000,600,NA,2500,500,NA,2,2,2900,1450,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","CONTADOR",1639
2010,60000000370,"ANTONIO IDALMIR CARVALHO FEITOSA","CE","DEM",6,6,98000,16333.3333333333,NA,55000,20000,23000,28,26,95050.35,3655.78269230769,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",10931
2010,60000000372,"CARLOS MATOS LIMA","CE","PSDB",70,59,823275,13953.813559322,1200,6e+05,455325,NA,129,124,1090922.97,8797.76588709677,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","EMPRESÁRIO",41315
2010,60000000373,"FRANCISCO ALMINO LEITE DE MENEZES","CE","PSDB",8,4,3020,755,NA,NA,5000,400,15,13,5727.15,440.55,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",2369
2010,60000000379,"JOÃO BATISTA GOMES MOTA","CE","PSDB",3,3,3890,1296.66666666667,1200,NA,NA,2690,8,6,3883.05,647.175,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","SEPARADO(A) JUDICIALMENTE","JORNALISTA E REDATOR",2274
2010,60000000380,"MANOEL SALVIANO SOBRINHO","CE","PSDB",20,14,327500,23392.8571428571,NA,19500,30000,608000,679,326,600921.77,1843.31831288344,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO",76915
2010,60000000382,"MARIA LAUDECY FERREIRA DE CARVALHO","CE","PSDB",3,3,1790,596.666666666667,NA,NA,NA,1790,4,4,1790,447.5,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PEDAGOGO",2325
2010,60000000385,"RAIMUNDO GOMES DE MATOS","CE","PSDB",24,20,566670,28333.5,1120,101850,4e+05,13700,98,91,606818.76,6668.33802197802,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO",86342
2010,60000000386,"TOMAS ANTONIO ALBUQUERQUE DE PAULA PESSOA FILHO","CE","PSDB",17,15,179390,11959.3333333333,1120,14600,38000,130870,81,77,177124.77,2300.32168831169,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","EMPRESÁRIO",53918
2010,60000000393,"FRANCISCO DUARTE RODRIGUES","CE","PSOL",3,3,710,236.666666666667,NA,710,NA,NA,2,2,680,340,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",353
2010,60000000395,"JOSÉ LUCIANO MUNIZ LIMA","CE","PSOL",4,3,7000,2333.33333333333,NA,NA,NA,8000,7,7,7785.94,1112.27714285714,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO",4489
2010,60000000396,"RENATO ROSENO DE OLIVEIRA","CE","PSOL",44,40,23868,596.7,NA,23568,NA,4000,25,23,23227.18,1009.87739130435,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","ADVOGADO",113705
2010,60000000397,"YURI NUNES PAIVA","CE","PSOL",1,1,700,700,NA,NA,NA,700,1,1,680,680,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","ODONTÓLOGO",539
2010,60000000610,"FRANCISCO LAÉLIO DE OLIVEIRA BEDÊ","CE","PTC",17,14,11700,835.714285714286,NA,3750,NA,8650,48,39,11898.32,305.085128205128,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","VIÚVO(A)","MILITAR REFORMADO",957
2010,60000000611,"FRANCISCO TAILSON PINHEIRO","CE","PTC",1,1,56,56,NA,NA,56,NA,1,1,56,56,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO MUNICIPAL",2306
2010,60000000649,"RAIMUNDO FREIRE DE BRITO","CE","PSL",4,4,5485.71,1371.4275,910.71,180,2695,1700,11,7,4432.81,633.258571428571,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","EMPRESÁRIO",1020
2010,60000000685,"FRANCISCO JULIENIO LIMA VASCONCELOS","CE","PSL",2,2,3060.71,1530.355,910.71,NA,NA,2150,4,4,3060.71,765.1775,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","POLICIAL MILITAR",852
2010,60000000694,"FRANCIMAR DE OLIVEIRA BEZERRA","CE","PRTB",2,2,464.96,232.48,292.96,NA,172,NA,2,2,464.96,232.48,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","COMERCIANTE",1338
2010,60000000700,"JOSE CLAYTON FERNANDES","CE","PRTB",3,3,357,119,NA,NA,172,185,7,7,351.95,50.2785714285714,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","COMERCIANTE",526
2010,60000000702,"CEZARIO NETO OLIVEIRA","CE","PMN",3,3,2232.48,744.16,2048,184.48,NA,NA,3,3,2232.48,744.16,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","TAXISTA",2632
2010,60000000707,"FRANCISCO FERREIRA DA SILVA","CE","PMN",1,1,1950,1950,1950,NA,NA,NA,1,1,1950,1950,"DEPUTADO FEDERAL","MASCULINO","LÊ E ESCREVE","DIVORCIADO(A)","PESCADOR",531
2010,60000000718,"ANDRÉ PEIXOTO FIGUEIREDO LIMA","CE","PDT",12,10,342957.5,34295.75,NA,NA,137957.5,25000,67,64,371757.5,5808.7109375,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ECONOMISTA",115647
2010,60000000720,"FRANCISCO DE ASSIS REIS OLIVEIRA","CE","PSL",6,6,135607.31,22601.2183333333,NA,109196.6,NA,25500,14,13,136054.76,10465.7507692308,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","VIÚVO(A)","EMPRESÁRIO",12926
2010,60000000736,"NESTOR BEZERRA","CE","PSTU",10,8,2915,364.375,2175,1740,NA,NA,10,8,2915,364.375,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","TRABALHADOR DE CONSTRUÇÃO CIVIL",4020
2010,60000000821,"PAULO ROBERTO NEVES PEREIRA","CE","PRTB",22,20,19917,995.85,NA,4050,15267,3000,54,38,20990.5,552.381578947368,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","EMPRESÁRIO",2029
2010,60000000846,"MARIA ELIANE DO NASCIMENTO","CE","PR",1,1,2,2,NA,NA,NA,2,1,1,2,2,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",196
2010,60000000847,"MARIA LEIDES SILVA ARAUJO","CE","PPS",1,1,500,500,NA,500,NA,NA,1,1,500,500,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","OUTROS",246
2010,60000000915,"MARIA DE FATIMA BEZERRA SILVA","CE","PSDB",1,1,80,80,80,NA,NA,NA,1,1,80,80,"DEPUTADO FEDERAL","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","DONA DE CASA",565
2010,60000000984,"VIVIANE FORTES DE CERQUEIRA","CE","PSDB",1,1,880,880,880,NA,NA,NA,1,1,880,880,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","SECRETÁRIO E DATILÓGRAFO",2170
2010,60000001011,"ANTONIO ATILANO SOUSA AYRES DE MOURA","CE","PTB",1,1,2000,2000,NA,NA,NA,2000,1,1,2000,2000,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","ENGENHEIRO",301
2010,70000000006,"FRANCISCA NASCIMENTO DE ALBUQUERQUE","DF","PSTU",4,4,1741,435.25,1741,NA,NA,NA,4,4,1741,435.25,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)","SERVIDOR PÚBLICO CIVIL APOSENTADO",30
2010,70000000007,"JOSE GONCALVES DE ALMEIDA","DF","PSTU",9,9,5196,577.333333333333,4896,NA,NA,300,9,9,5196,577.333333333333,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","OUTROS",589
2010,70000000008,"SILVIO SOARES FILHO","DF","PSTU",12,12,5923,493.583333333333,4306,1517,NA,100,10,10,5873,587.3,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO FUNDAMENTAL",339
2010,70000000061,"ALEXANDRE TEIXEIRA GRIPP","DF","PSOL",2,2,900,450,NA,600,NA,300,10,8,800,100,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO",515
2010,70000000065,"JOSE GILBERTO HARTMANN","DF","PSOL",2,2,1250,625,NA,NA,350,900,4,4,1250,312.5,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO",190
2010,70000000066,"JOSÉ JACQUES OLIVEIRA DE MEDEIROS","DF","PSOL",2,2,430,215,NA,NA,NA,430,3,3,430,143.333333333333,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","COMERCIÁRIO",304
2010,70000000069,"WELLINGTON ANDRADE RODRIGUES","DF","PSOL",24,22,9375.49,426.158636363636,500,8509.99,315.5,150,6,5,6474.5,1294.9,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MEMBRO DAS FORÇAS ARMADAS",3763
2010,70000000155,"MARIA MADALENA DA SILVA CARNEIRO","DF","PSL",4,4,9000.7,2250.175,NA,NA,NA,9000.7,6,5,9000.35,1800.07,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)","ADVOGADO",888
2010,70000000159,"THIAGO PEREIRA BERTO","DF","PSL",4,4,22460,5615,NA,NA,NA,22460,20,17,21920.98,1289.46941176471,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","OUTROS",164
2010,70000000275,"OSMAR DOS SANTOS SILVA","DF","PTC",6,6,2968,494.666666666667,NA,NA,NA,2968,11,8,2617.85,327.23125,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS",954
2010,70000000276,"PAULO DA FONSECA ALVES PEREIRA","DF","PTC",6,6,6988,1164.66666666667,NA,4100,1508,1380,6,6,6988,1164.66666666667,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","VIÚVO(A)","EMPRESÁRIO",144
2010,70000000545,"ANTONIO JOSÉ PEREIRA GARCIA","DF","PTB",42,36,316007.28,8777.98,158085.78,67460,60000,41261.5,210,191,304824.28,1595.93863874346,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","OUTROS",21326
2010,70000000548,"GEORGIOS STAIKOS TZEMOS","DF","PTB",18,13,312554.76,24042.6738461538,327866.76,NA,NA,124500,94,86,391014.86,4546.68441860465,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","EMPRESÁRIO",19032
2010,70000000549,"JADER CORRÊA DE SÁ","DF","PMDB",8,7,41077.2,5868.17142857143,10817.2,1250,13660,350,44,37,43445.8,1174.21081081081,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SEPARADO(A) JUDICIALMENTE","SERVIDOR PÚBLICO FEDERAL",443
2010,70000000550,"JADIR NEIVA","DF","PTB",16,13,20335.98,1564.30615384615,16510.78,9700,NA,NA,16,13,20335.98,1564.30615384615,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","EMPRESÁRIO",183
2010,70000000551,"JOSÉ MARIA PARENTE ALBUQUERQUE","DF","PRP",6,6,9792,1632,7542,NA,NA,2250,5,5,9792,1958.4,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","COMERCIANTE",925
2010,70000000552,"JOSÉ MESSIAS DE SOUZA","DF","PC do B",51,49,675425.59,13784.1957142857,339925.49,154500.1,166000,NA,195,127,555068.77,4370.62023622047,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",6795
2010,70000000553,"JOSÉ RICARDO MARQUES","DF","PTB",19,14,54023.69,3858.835,26437.74,NA,NA,41100.35,124,58,146637.39,2528.23086206897,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","EMPRESÁRIO",3369
2010,70000000554,"LIDIA SOARES DA MATA","DF","PRB",5,4,15044.34,3761.085,17934.34,510,NA,NA,6,6,18148.84,3024.80666666667,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL",701
2010,70000000555,"LUIZ CARLOS PIETSCHMANN","DF","PMDB",49,43,1839680.05,42783.2569767442,586584.69,93010,259090,1500995.36,737,649,2204591.96,3396.90594761171,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","EMPRESÁRIO",51491
2010,70000000559,"MAURO ROGERIO GOMES PESSANHA","DF","PMDB",8,6,52136.68,8689.44666666667,89786.68,850,NA,1500,39,36,87836.68,2439.90777777778,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SEPARADO(A) JUDICIALMENTE","PILOTO DE AVIAÇÃO COMERCIAL, NAVEGADOR, MECÂNICO DE VÔO E ASSEMELHADOS",5299
2010,70000000560,"NEVITON PEREIRA JUNIOR","DF","PMDB",7,5,84007.34,16801.468,NA,NA,NA,15000,77,47,96935.34,2062.45404255319,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","POLICIAL MILITAR",20439
2010,70000000561,"PAULO FERNANDO RAMOS SEREJO","DF","PMDB",11,7,133759.57,19108.51,126759.57,NA,64000,NA,59,57,189409.57,3322.9749122807,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MEMBRO DO MINISTÉRIO PÚBLICO",6258
2010,70000000562,"PAULO FERNANDO MELO DA COSTA","DF","PTB",22,18,23089.11,1282.72833333333,20826.91,5834,1850,3950,50,46,26462.63,575.274565217391,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",13750
2010,70000000563,"PAULO ROBERTO BRAVO","DF","PTB",14,10,21468.08,2146.808,NA,614,NA,6800,13,9,21379.08,2375.45333333333,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","POLICIAL MILITAR",1100
2010,70000000564,"RICARDO DA FONSECA MARTINS","DF","PTB",35,29,62742.3,2163.5275862069,28109,40381,6356.7,1650,45,39,65944.57,1690.88641025641,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","POLICIAL MILITAR",2603
2010,70000000565,"RICARDO QUIRINO DOS SANTOS","DF","PRB",45,43,259646.55,6038.29186046512,97946.55,15830,6100,10000,202,146,241338.36,1653.00246575342,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","OUTROS",30969
2010,70000000566,"WALTER NEI VALENTE","DF","PTB",28,19,28691.49,1510.07842105263,32130.49,1300,6612,134.8,30,22,32091.49,1458.70409090909,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","AGENTE DE SAÚDE E SANITARISTA",2508
2010,70000000632,"ARTHUR KLEBER CARDOSO","DF","PHS",2,2,6100,3050,NA,NA,NA,2900,3,3,6100,2033.33333333333,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","OUTROS",776
2010,70000000633,"AURICELIO VIANA MORAIS","DF","PHS",11,11,13400,1218.18181818182,NA,4200,NA,3000,15,15,13400,893.333333333333,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","POLICIAL MILITAR",298
2010,70000000635,"CLEUSA MARIA COELHO DE SOUZA","DF","PHS",8,7,6706,958,206,3300,NA,1200,13,11,6705.95,609.631818181818,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","POLICIAL MILITAR",32
2010,70000000639,"JOSE OSCAR DA SILVA","DF","PHS",6,4,107420,26855,NA,NA,1220,NA,88,75,253756.8,3383.424,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",4652
2010,70000000641,"MARIO ANTONIO SALLENAVE FILHO","DF","PHS",1,1,9000,9000,NA,NA,NA,9000,1,1,9000,9000,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MEMBRO DAS FORÇAS ARMADAS",283
2010,70000000642,"RENES MAURO DE SOUZA","DF","PHS",6,6,9100,1516.66666666667,NA,2000,NA,900,35,33,9073,274.939393939394,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",257
2010,70000000718,"ADELMIR ARAUJO SANTANA","DF","DEM",37,36,642960,17860,720,106200,491400,45000,80,72,588780,8177.5,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SENADOR",45712
2010,70000000719,"ALEXANDRE LUIS HORTA VIANNA","DF","PMN",6,5,10370,2074,6780,NA,NA,3230,5,4,9370,2342.5,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO FEDERAL",745
2010,70000000720,"ANA BEATRIZ CANELHAS ECHART DE ABREU","DF","PRTB",3,1,360,360,1080,NA,NA,NA,3,1,360,360,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","ARQUITETO",186
2010,70000000721,"ANTONIO CARLOS CASSIANO SILVA","DF","PSDC",4,3,2180,726.666666666667,NA,1820,NA,NA,8,5,2540,508,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","MOTORISTA PARTICULAR",548
2010,70000000722,"ANTONIO CÉSAR SANTANA","DF","PSDC",10,4,35360,8840,2520,15000,10000,10000,20,14,35360,2525.71428571429,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","EMPRESÁRIO",654
2010,70000000723,"CLARINDO CARLOS DA ROCHA","DF","PRTB",15,11,23379.98,2125.45272727273,NA,15339.98,2680,5000,20,16,23353.98,1459.62375,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",3424
2010,70000000724,"GILVANDO GALDINO FERNANDES","DF","PP",2,2,860,430,360,NA,NA,500,2,2,860,430,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","OUTROS",524
2010,70000000726,"IZALCI LUCAS FERREIRA","DF","PR",35,33,760084.72,23032.8703030303,170000,40570,92414.72,455000,546,422,626868.91,1485.4713507109,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","CONTADOR",97914
2010,70000000727,"JAQUELINE MARIA RORIZ","DF","PMN",24,23,672903.54,29256.6756521739,6575.66,123800,542345.83,15182.05,897,635,511208.34,805.052503937008,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)","DEPUTADO",100051
2010,70000000729,"LAERTE RODRIGUES DE BESSA","DF","PSC",9,8,30700,3837.5,NA,19980,NA,20000,16,15,39200,2613.33333333333,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","DEPUTADO",51796
2010,70000000730,"LUDMILA DE FARO NAZARETH PASSOS","DF","PSDB",6,5,14931.66,2986.332,71.66,500,NA,NA,71,56,14131.99,252.356964285714,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PSICÓLOGO",1867
2010,70000000732,"MARGARIDA MARIA REGIS DE ALMEIDA","DF","PSDB",7,6,10405.74,1734.29,2240,NA,NA,8525.74,7,6,10405.74,1734.29,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)","JORNALISTA E REDATOR",105
2010,70000000734,"MARISTELLA DAHER","DF","PSC",1,1,720,720,720,NA,NA,NA,1,1,720,720,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","ODONTÓLOGO",95
2010,70000000736,"PEDRO MAURINO CALMON MENDES","DF","PSC",6,5,14580,2916,720,3760,NA,13100,11,10,16078,1607.8,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","ADVOGADO",945
2010,70000000737,"ROBERTO EDUARDO VENTURA GIFFONI","DF","DEM",24,20,78236.5,3911.825,2005,9800,10000,64151.5,154,149,80601.98,540.95288590604,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL",6861
2010,70000000739,"RONALDO FONSECA DE SOUZA","DF","PR",5,5,1300000,260000,NA,NA,9e+05,NA,543,343,1108757.87,3232.53023323615,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","ADVOGADO",67920
2010,70000000741,"VIRGILIO DO REGO MONTEIRO NETO","DF","PSDB",7,7,65676.66,9382.38,996.66,7800,NA,NA,24,16,65556.66,4097.29125,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","EMPRESÁRIO",17871
2010,70000000742,"WEBER DE AZEVEDO MAGALHAES","DF","PSDB",2,2,1580,790,1580,NA,NA,NA,2,2,1580,790,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL",3338
2010,70000000862,"ANDRÉ RODOLFO DE LIMA","DF","PV",30,29,216780,7475.1724137931,NA,138780,NA,NA,343,313,189811.47,606.42642172524,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",7158
2010,70000000864,"JOYCE MATIAS SILVA LIMA SOUSA","DF","PV",4,4,1300,325,NA,1050,250,NA,50,39,991.54,25.4241025641026,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","OUTROS",2702
2010,70000000866,"RODOLFO MARCIO LAPA BONTEMPO","DF","PV",12,12,9290,774.166666666667,NA,2790,1000,500,14,13,8577,659.769230769231,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","MÉDICO",2323
2010,70000000867,"WELLINGTON MOREIRA DE JESUS","DF","PV",5,3,6000,2000,NA,NA,NA,9500,6,6,9500,1583.33333333333,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO SUPERIOR",1638
2010,70000000987,"AUGUSTO SILVEIRA DE CARVALHO","DF","PPS",46,46,358728,7798.4347826087,33000,179638,136090,10000,478,416,329556,792.201923076923,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","DEPUTADO",18893
2010,70000000990,"ERIKA JUCA KOKAY","DF","PT",307,269,568261.62,2112.49672862454,1960,343942.67,22500,75080,112,98,663649.21,6771.93071428571,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)","BANCÁRIO E ECONOMIÁRIO",72651
2010,70000000991,"GASTÃO JOSE DE OLIVEIRA RAMOS","DF","PSB",26,26,67047,2578.73076923077,5840,24722,28985,7500,51,44,63851.01,1451.15931818182,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ENGENHEIRO",3540
2010,70000000992,"GERALDO MAGELA PEREIRA","DF","PT",99,85,914923.93,10763.8109411765,40000,72200,396569.93,90000,224,152,1102970.93,7256.38769736842,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","DEPUTADO",86276
2010,70000000993,"IZAIAS SOARES PEREIRA","DF","PPS",29,28,52898,1889.21428571429,3000,24748,11500,14700,60,45,50067.48,1112.61066666667,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","JORNALISTA E REDATOR",5476
2010,70000000994,"JOAO MARIA MEDEIROS DE OLIVEIRA","DF","PT",17,17,43030,2531.17647058824,NA,20030,5000,18000,38,29,42953.6,1481.15862068966,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","AGENTE ADMINISTRATIVO",2199
2010,70000000995,"JOAQUIM RODRIGUES DOS SANTOS FILHO","DF","PT",27,25,4344,173.76,NA,2820,1354,470,11,10,4634.95,463.495,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","QUÍMICO",611
2010,70000000996,"JOSE ANTONIO MACHADO REGUFFE","DF","PDT",5,5,143800,28760,NA,43800,NA,NA,30,29,113960.39,3929.66862068966,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","ECONOMISTA",266465
2010,70000000998,"PAULO TADEU VALE DA SILVA","DF","PT",148,140,810980,5792.71428571429,302280,274350,135000,49500,357,323,803564.89,2487.81699690402,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","DEPUTADO",164555
2010,70000000999,"ROBERTO POLICARPO FAGUNDES","DF","PT",224,203,609312.52,3001.53950738916,125980,222301.72,140620.8,NA,150,132,648491.37,4912.81340909091,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL",32563
2010,70000001116,"IDACY ARAUJO LOUZEIRO FILHA","DF","PSC",6,5,1877.09,375.418,1120,117.09,NA,1000,6,5,1877.09,375.418,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","ENFERMEIRO",622
2010,70000001136,"RENATO MIRANDA ROCHA","DF","PSL",1,1,1500,1500,NA,NA,NA,1500,5,5,1500,300,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SEPARADO(A) JUDICIALMENTE","POLICIAL MILITAR",603
2010,80000000135,"ABEL SANT'ANNA JUNIOR","ES","PV",72,68,137680.36,2024.71117647059,1700.11,35750,1750,119343.5,109,103,139241.91,1351.8632038835,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","MÉDICO",28858
